,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0,27.080177307128906,b'Never-worked',476490.5625,b'Bachelors',10.411324501037598,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Female',9.340961456298828,8.530011177062988,55.65573501586914,b'Vietnam',0
1,33.675167083740234,b'Never-worked',273218.34375,b'HS-grad',11.238495826721191,b'Married-spouse-absent',b'Farming-fishing',b'Not-in-family',b'Other',b'Female',2967.19677734375,116.93607330322266,58.7064094543457,b'Thailand',1
2,23.24762535095215,b'Never-worked',493245.21875,b'Bachelors',9.215447425842285,b'Married-AF-spouse',b'Protective-serv',b'Husband',b'White',b'Female',0.79965740442276,2.235741376876831,55.31919860839844,b'Vietnam',0
3,25.813533782958984,b'Never-worked',462476.53125,b'Doctorate',10.367524147033691,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Female',5.7021355628967285,5.21521520614624,55.64936447143555,b'Vietnam',0
4,26.281240463256836,b'Never-worked',363638.75,b'HS-grad',11.109923362731934,b'Married-AF-spouse',b'Priv-house-serv',b'Husband',b'White',b'Female',24.106857299804688,7.126149654388428,58.521270751953125,b'Vietnam',1
5,26.568880081176758,b'Private',285540.1875,b'Assoc-voc',9.086234092712402,b'Married-spouse-absent',b'Machine-op-inspct',b'Other-relative',b'Other',b'Female',55.49435043334961,33.953617095947266,55.19514846801758,b'United-States',0
6,34.00285339355469,b'Never-worked',281883.8125,b'Doctorate',11.190582275390625,b'Married-spouse-absent',b'Handlers-cleaners',b'Husband',b'Other',b'Female',1641.1319580078125,88.69890594482422,58.82907485961914,b'Trinadad&Tobago',1
7,22.301965713500977,b'Private',491602.59375,b'Bachelors',9.779574394226074,b'Married-AF-spouse',b'Protective-serv',b'Husband',b'White',b'Male',0.33692705631256104,1.1947234869003296,56.4110221862793,b'Vietnam',0
8,23.802249908447266,b'Never-worked',448315.875,b'Doctorate',10.250201225280762,b'Married-AF-spouse',b'Protective-serv',b'Husband',b'White',b'Female',1.5548580884933472,2.33933687210083,57.62919235229492,b'Vietnam',0
9,26.631914138793945,b'Never-worked',351615.1875,b'HS-grad',11.598647117614746,b'Married-AF-spouse',b'Priv-house-serv',b'Husband',b'White',b'Female',26.6251277923584,6.639848232269287,58.31802749633789,b'Vietnam',1
10,28.399789810180664,b'Never-worked',510831.84375,b'Bachelors',10.347297668457031,b'Married-civ-spouse',b'Priv-house-serv',b'Husband',b'Other',b'Female',18.027244567871094,12.27554702758789,54.52846145629883,b'Vietnam',0
